account_id;wielkosckredytu;dataurodzenia;datazalozenia;datapozyczki;czastrwaniakredytu;platnosci;status;plec;disp_id;typkarty;stan_konta_przydzielanie_kredytu;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;wiek_pozyczka;staz_pozyczka;balance;Czy_problemy;duration;payments;iletransakcji;ilecredit;ilewithdraw;ilecreditcardwithdrawal;ilecreditincash;ilecollectionfromanotherbank;ileremittancetoanotherbank
4259;79632;10.08.1959;08.04.1994;27.08.1994;24;3318;A;0;5133;;82452,5;125832;151;41;2;3;5;48,3;8512;3,51;4,12;102;2247;2103;35,04657534;0,38630137;82452,5;0;24;3318;16;10;6;0;1;5;1
4260;244560;19.07.1967;14.10.1993;29.06.1994;60;4076;C;0;5134;;1000;124605;11;42;14;1;8;46;8772;4,69;4,98;126;2854;3158;26,94520548;0,706849315;1000;0;60;4076;42;18;20;0;3;8;4
4268;41988;09.03.1973;20.02.1997;04.11.1998;12;3499;C;1;5143;;44519,7;148545;8;35;12;3;4;53,5;8909;4,01;5,56;113;3460;3590;25,65753425;1,704109589;44519,7;0;12;3499;129;55;74;0;35;0;15
4293;164196;23.09.1956;04.02.1996;22.05.1997;36;4561;C;0;5171;;500;197099;29;41;10;2;10;74,7;9624;1,6;2,31;145;4484;4265;40,66027397;1,293150685;500;0;36;4561;49;28;18;0;21;0;3
4320;51360;08.09.1945;23.07.1996;09.08.1997;12;4280;B;0;5203;;600;117897;139;28;5;1;6;53,8;8814;4,76;5,74;107;2112;2059;51,91780822;1,046575342;600;1;12;4280;87;41;46;0;28;0;0
4337;51408;24.07.1949;16.11.1993;08.12.1994;24;2142;A;1;5224;classic;900;45714;52;10;5;1;6;55,6;8843;2,82;3,6;113;818;888;45,37534247;1,060273973;900;0;24;2142;64;31;31;0;19;0;0
4342;100128;06.04.1948;29.04.1996;09.12.1997;24;4172;C;0;5232;classic;700;323870;0;0;0;1;1;100;10673;4,75;5,44;100;18782;18347;49,67671233;1,61369863;700;0;24;4172;139;51;84;0;32;0;17
4354;327660;18.03.1942;08.01.1997;30.10.1998;60;5461;C;0;5245;classic;1000;85852;41;23;4;2;4;59,8;8965;7,08;8,23;104;2653;2822;56,61917808;1,808219178;1000;0;60;5461;126;50;70;0;30;0;17
4361;90156;07.10.1946;11.03.1996;29.03.1997;12;7513;A;0;5253;gold;700;42821;4;13;5;1;3;48,4;8173;6,6;7,01;124;1103;1358;50,4739726;1,049315068;700;0;12;7513;65;26;36;0;1;13;0
4413;221280;28.03.1968;15.01.1994;08.02.1995;48;4610;C;1;5318;;1100;323870;0;0;0;1;1;100;10673;4,75;5,44;100;18782;18347;26,86849315;1,065753425;1100;0;48;4610;71;25;41;0;1;12;7
4414;97224;07.04.1951;10.09.1993;23.02.1995;24;4051;A;0;5320;;1000;122603;25;21;6;2;8;80;8991;1,39;2,01;128;5198;5273;43,88219178;1,454794521;1000;0;24;4051;112;42;70;0;26;0;26
4415;74040;13.03.1956;05.07.1995;01.04.1997;12;6170;A;0;5322;;600;182027;17;49;12;2;7;56,4;8746;3,33;3,74;90;4355;4433;41,05205479;1,739726027;600;0;12;6170;190;44;146;0;23;0;68
4423;73836;29.05.1967;26.04.1995;31.10.1995;36;2051;A;0;5333;classic;900;119895;17;4;3;2;4;89,9;10446;7,34;9,4;90;4947;4743;28,42465753;0,515068493;900;0;36;2051;19;14;5;0;9;0;0
4427;87816;02.05.1961;07.06.1993;26.09.1994;12;7318;A;1;5337;;800;105058;32;19;7;2;10;81;9272;2,8;3,22;118;4340;4505;33,40273973;1,304109589;800;0;12;7318;84;41;43;0;27;0;11
4447;192744;14.03.1964;16.06.1996;31.10.1996;36;5354;C;1;5364;;200;145688;22;41;13;2;5;40,7;8544;1,29;1,86;109;2719;2906;32,63287671;0,375342466;200;0;36;5354;26;13;12;0;9;0;0
4448;192744;20.09.1971;02.06.1993;03.10.1994;36;5354;A;0;5366;classic;700;110643;49;41;4;1;4;51,9;8441;3,45;4,48;115;1879;2252;23,03561644;1,336986301;700;0;36;5354;76;33;39;0;19;0;0
4456;321240;23.01.1970;03.09.1996;09.02.1998;60;5354;C;1;5376;classic;700;177686;69;27;10;1;9;74,8;10045;1,42;1,71;135;6604;6295;28,04657534;1,435616438;700;0;60;5354;136;55;74;0;38;0;0
4462;66480;21.07.1935;27.12.1995;14.05.1996;24;2770;B;1;5384;;900;182027;17;49;12;2;7;56,4;8746;3,33;3,74;90;4355;4433;60,81369863;0,378082192;900;1;24;2770;10;7;3;0;4;0;0
4467;86184;31.08.1968;13.04.1997;03.08.1998;36;2394;C;1;5389;;300;74062;99;15;4;2;7;61,4;8114;2,38;2,62;119;1003;1181;29,92328767;1,306849315;300;0;36;2394;84;34;47;0;2;16;11
4473;93960;01.06.1962;09.10.1995;03.01.1997;60;1566;C;1;5395;;800;77917;85;19;6;1;5;53,5;8390;2,28;2,89;132;2080;2122;34,59178082;1,235616438;800;0;60;1566;89;30;59;0;16;0;19
4476;15192;27.12.1972;10.11.1994;25.09.1996;24;633;A;0;5399;;500;122603;25;21;6;2;8;80;8991;1,39;2,01;128;5198;5273;23,74520548;1,873972603;500;0;24;633;169;47;122;0;26;0;54
4503;135360;24.09.1975;03.01.1995;01.01.1996;48;2820;C;1;5433;junior;200;102609;75;33;2;3;6;52;8187;4,83;5,45;94;2123;2134;20,27123288;0,994520548;200;0;48;2820;77;32;37;0;21;0;0
4533;81144;27.05.1944;03.08.1997;05.05.1998;36;2254;C;0;5468;classic;200;228848;15;40;18;2;6;57,2;9893;4,09;4,72;96;5623;5887;53,93972603;0,753424658;200;0;36;2254;51;26;21;0;19;0;3
4550;61320;17.09.1947;06.02.1997;03.01.1998;60;1022;C;0;5487;;700;124605;11;42;14;1;8;46;8772;4,69;4,98;126;2854;3158;50,29589041;0,906849315;700;0;60;1022;74;24;50;0;13;0;21
4576;300204;13.03.1964;05.06.1993;04.06.1994;36;8339;A;1;5517;;300;67298;71;19;10;0;7;43,8;8561;0,65;1,29;110;1029;1127;30,22739726;0,997260274;300;0;36;8339;71;27;44;0;15;0;0
4580;20220;15.05.1973;27.08.1994;05.08.1995;12;1685;A;0;5521;classic;500;81344;61;23;4;2;6;55,3;8899;3,39;3,97;149;2987;2487;22,22465753;0,939726027;500;0;12;1685;51;23;28;0;14;0;5
4585;64656;19.03.1947;08.06.1996;10.10.1996;48;1347;C;1;5526;classic;200;67298;71;19;10;0;7;43,8;8561;0,65;1,29;110;1029;1127;49,56164384;0,339726027;200;0;48;1347;12;9;3;0;6;0;0
4616;66696;01.01.1976;24.09.1997;12.01.1998;24;2779;C;1;5563;classic;1000;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;22,03013699;0,301369863;1000;0;24;2779;16;10;6;0;7;0;1
4618;66696;22.12.1966;21.07.1996;17.03.1997;24;2779;D;0;5565;;1100;75232;55;26;4;1;5;41,7;8980;1,95;2,21;111;2824;2813;30,23287671;0,654794521;1100;1;24;2779;43;21;22;0;14;0;0
4626;33348;12.09.1970;15.06.1996;18.06.1997;12;2779;A;0;5574;;700;81344;61;23;4;2;6;55,3;8899;3,39;3,97;149;2987;2487;26,76438356;1,008219178;700;0;12;2779;63;26;33;0;15;0;0
4631;87528;16.02.1951;12.12.1996;13.12.1997;24;3647;C;1;5579;classic;800;148545;8;35;12;3;4;53,5;8909;4,01;5,56;113;3460;3590;46,82191781;1,002739726;800;0;24;3647;57;25;29;0;2;12;0
4650;402000;06.08.1980;15.10.1995;25.08.1996;60;6700;C;1;5606;;200;149893;63;29;6;2;6;67,4;9753;4,64;5,05;109;5244;5892;16,05205479;0,860273973;200;0;60;6700;54;29;25;0;20;0;11
4660;106944;22.03.1953;03.01.1997;28.05.1997;24;4456;C;0;5618;;800;86513;38;36;5;1;5;50,5;8288;3,79;4,52;110;1562;1460;44,18356164;0,397260274;800;0;24;4456;18;10;7;0;1;5;2
4681;162624;04.11.1957;08.08.1995;15.03.1997;48;3388;C;0;5642;;20528;285387;0;2;8;5;7;89,9;10177;6,63;7,75;81;9878;10108;39,35890411;1,6;20528;0;48;3388;134;43;90;0;4;20;31
4715;97176;02.03.1955;28.10.1996;14.03.1997;24;4049;C;0;5684;classic;400;112065;95;19;7;1;8;69,4;11277;1,25;1,44;127;5179;4987;42,03287671;0,375342466;400;0;24;4049;16;10;5;0;1;5;0
4725;168264;08.10.1950;14.04.1997;04.11.1997;36;4674;C;1;5699;;700;182027;17;49;12;2;7;56,4;8746;3,33;3,74;90;4355;4433;47,0739726;0,55890411;700;0;36;4674;25;13;12;0;1;6;2
4727;107640;22.11.1959;13.02.1995;11.08.1995;24;4485;A;0;5701;;600;88884;80;26;6;2;5;46,7;8507;1,67;1,85;132;2159;2674;35,71780822;0,490410959;600;0;24;4485;23;12;11;0;1;6;2
4746;204780;24.02.1953;21.02.1997;07.09.1997;60;3413;C;1;5727;classic;200;387570;0;0;0;1;1;100;9897;1,6;1,96;140;18721;18696;44,53424658;0,542465753;200;0;60;3413;23;14;8;0;8;0;0
4774;465072;08.05.1948;14.01.1994;09.07.1995;48;9689;C;1;5760;;300;125832;151;41;2;3;5;48,3;8512;3,51;4,12;102;2247;2103;47,16986301;1,482191781;300;0;48;9689;103;38;65;0;21;0;0
4784;219456;15.01.1960;08.08.1997;24.11.1997;48;4572;C;0;5774;;400;112709;48;20;7;3;10;73,5;8369;1,79;2,31;117;2854;2618;37,85753425;0,295890411;400;0;48;4572;11;8;3;0;1;4;0
4794;465504;04.05.1962;18.12.1996;27.12.1997;48;9698;D;1;5788;;1100;226122;32;50;7;4;4;62,6;8994;3,8;4,79;110;9672;9208;35,64931507;1,024657534;1100;1;48;9698;86;29;57;0;18;0;32
4803;59136;10.12.1979;08.06.1996;25.02.1997;48;1232;C;0;5801;;7220;170449;0;0;0;1;1;100;10787;2,64;3,09;131;6041;6261;17,2109589;0,717808219;7220;0;48;1232;44;23;21;0;15;0;0
4825;21396;09.09.1968;04.06.1994;18.08.1995;12;1783;A;1;5826;;1000;58796;22;16;7;1;5;51,9;9045;3,13;3,6;124;1845;1879;26,93972603;1,205479452;1000;0;12;1783;78;34;38;0;5;15;0
4851;141648;17.07.1952;04.02.1996;22.08.1996;24;5902;A;1;5858;;200;139012;59;41;8;3;10;61,9;8363;2,52;3,49;108;2564;2799;44,09863014;0,545205479;200;0;24;5902;18;13;5;0;8;0;0
4852;213300;22.04.1964;13.04.1995;04.03.1996;36;5925;C;1;5860;;400;162580;83;26;5;1;6;72,8;9538;1,51;1,81;111;6079;5410;31,86575342;0,890410959;400;0;36;5925;59;27;32;0;17;0;5
4858;335184;03.04.1978;21.06.1997;27.07.1998;48;6983;D;0;5866;;600;106054;38;25;6;2;6;63,1;8110;5,77;6,55;109;3244;3079;20,31506849;1,098630137;600;1;48;6983;88;38;42;0;1;13;0
4863;76080;06.04.1979;12.03.1996;18.03.1997;12;6340;A;0;5873;junior;300;95616;65;30;4;1;6;51,4;9307;3,85;4,43;118;2616;3040;17,94794521;1,016438356;300;0;12;6340;81;25;51;1;2;12;16
4894;117024;03.10.1935;20.06.1993;04.11.1993;24;4876;A;1;5911;classic;800;177686;69;27;10;1;9;74,8;10045;1,42;1,71;135;6604;6295;58,08767123;0,375342466;800;0;24;4876;13;9;4;0;1;4;0
4907;98832;10.09.1970;06.02.1994;03.01.1996;48;2059;C;0;5928;;500;95907;87;25;5;2;7;59,1;8388;2,41;2,94;87;1658;1668;25,31506849;1,906849315;500;0;48;2059;177;50;127;0;27;0;55
4937;143904;10.04.1951;20.02.1993;23.07.1994;24;5996;A;1;5965;;700;107870;84;29;6;1;6;58;8754;3,83;4,31;137;3804;3868;43,28493151;1,419178082;700;0;24;5996;139;47;83;0;30;0;32
4948;359760;31.05.1979;29.07.1995;15.11.1996;60;5996;C;1;5977;;900;161854;73;21;6;1;6;76,3;9425;1,72;2,5;125;4085;3891;17,46027397;1,298630137;900;0;60;5996;48;25;22;0;17;0;4
4949;289920;27.01.1944;14.10.1996;30.08.1997;48;6040;C;0;5978;gold;400;133777;24;17;7;3;11;84,7;8705;5,75;7,61;116;4650;4859;53,5890411;0,876712329;400;0;48;6040;45;20;25;0;1;10;0
4969;150180;01.05.1937;19.08.1996;06.03.1997;60;2503;C;1;6001;;200;110643;49;41;4;1;4;51,9;8441;3,45;4,48;115;1879;2252;59,84657534;0,545205479;200;0;60;2503;16;12;4;0;9;0;1
4981;179328;21.11.1973;22.01.1996;28.11.1996;48;3736;C;1;6015;;200;387570;0;0;0;1;1;100;9897;1,6;1,96;140;18721;18696;23,01917808;0,849315068;200;0;48;3736;52;21;31;0;12;0;6
4994;258444;27.05.1966;11.01.1996;03.08.1996;36;7179;C;1;6033;;600;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;30,18630137;0,55890411;600;0;36;7179;16;12;4;0;7;0;0
4995;128988;15.08.1939;01.08.1994;03.02.1996;36;3583;D;1;6034;;700;70646;94;14;3;1;4;58,4;8547;2,65;3,64;120;1563;1542;56,47123288;1,509589041;700;1;36;3583;82;35;44;0;17;0;0
4999;165168;03.07.1958;12.02.1996;18.05.1997;36;4588;C;0;6039;classic;300;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;38,8739726;1,260273973;300;0;36;4588;97;30;64;0;1;15;22
5001;110112;12.10.1963;15.12.1995;09.11.1996;24;4588;A;1;6042;;700;107911;88;33;6;2;7;50,9;8240;2,53;3,56;99;1850;1903;33,07671233;0,901369863;700;0;24;4588;82;37;41;0;27;0;6
5033;11400;30.04.1980;03.08.1995;25.07.1996;12;950;A;0;6077;;300;387570;0;0;0;1;1;100;9897;1,6;1,96;140;18721;18696;16,23561644;0,975342466;300;0;12;950;77;29;48;0;18;0;23
5066;61656;25.12.1953;27.08.1995;10.02.1996;24;2569;B;0;6115;;57856,9;53921;61;22;1;1;2;41,3;8598;2,77;3,26;123;1597;1875;42,12876712;0,457534247;57856,9;1;24;2569;12;9;3;0;6;0;0
5072;317520;16.02.1968;12.04.1996;09.02.1997;60;5292;C;0;6122;;59765,6;77963;60;23;4;2;4;51,5;8546;2,95;4,02;126;2640;3120;28,98082192;0,830136986;59765,6;0;60;5292;73;21;52;0;11;0;22
5118;53232;17.05.1964;05.08.1995;04.05.1997;48;1109;C;1;6175;;36938,1;226122;32;50;7;4;4;62,6;8994;3,8;4,79;110;9672;9208;32,96438356;1,745205479;36938,1;0;48;1109;150;50;100;0;29;0;33
5120;323472;15.10.1940;21.06.1993;10.08.1994;48;6739;A;0;6178;classic;17704,9;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;53,81917808;1,136986301;17704,9;0;48;6739;57;28;25;0;19;0;5
5126;20352;05.03.1948;03.04.1995;11.01.1996;48;424;C;0;6185;;38971,3;109164;98;16;6;1;4;63,6;8757;3,38;3,95;96;2212;2471;47,85479452;0,775342466;38971,3;0;48;424;48;22;26;0;13;0;5
5133;57060;09.03.1943;08.12.1996;27.01.1998;12;4755;C;1;6196;classic;66060,4;228848;15;40;18;2;6;57,2;9893;4,09;4,72;96;5623;5887;54,88767123;1,136986301;66060,4;0;12;4755;86;30;53;0;17;0;21
5164;22356;04.04.1940;13.05.1997;23.03.1998;36;621;C;1;6235;;28561,1;95616;65;30;4;1;6;51,4;9307;3,85;4,43;118;2616;3040;57,96712329;0,860273973;28561,1;0;36;621;54;24;30;0;14;0;7
5180;58764;01.01.1946;24.02.1997;16.07.1998;12;4897;C;0;6255;classic;50691;387570;0;0;0;1;1;100;9897;1,6;1,96;140;18721;18696;52,5369863;1,389041096;50691;0;12;4897;34;21;11;0;9;0;0
5181;399120;20.08.1942;03.02.1996;28.04.1997;60;6652;C;0;6257;;18581,6;138032;67;30;4;2;5;64,6;8819;5,38;5,66;99;4063;4505;54,68767123;1,230136986;18581,6;0;60;6652;60;28;27;0;17;0;0
5196;79824;30.12.1956;29.06.1997;28.12.1997;12;6652;A;1;6275;classic;42291;53921;61;22;1;1;2;41,3;8598;2,77;3,26;123;1597;1875;40,99452055;0,498630137;42291;0;12;6652;31;14;17;0;9;0;3
5213;320976;09.08.1936;18.08.1995;25.04.1996;48;6687;D;1;6299;classic;51575;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;59,70958904;0,684931507;51575;1;48;6687;50;23;24;0;1;8;0
5215;14628;08.03.1949;01.07.1993;04.08.1994;12;1219;A;0;6301;classic;19890,6;157042;49;70;18;0;9;33,9;8743;1,88;2,43;111;3659;3894;45,40821918;1,093150685;19890,6;0;12;1219;102;29;73;0;16;0;33
5228;173808;27.01.1957;23.06.1993;11.07.1994;24;7242;A;0;6317;;41181;148545;8;35;12;3;4;53,5;8909;4,01;5,56;113;3460;3590;37,45205479;1,049315068;41181;0;24;7242;75;26;42;0;1;13;0
5256;193968;03.12.1972;25.10.1993;10.05.1994;36;5388;A;1;6349;;85267,3;226122;32;50;7;4;4;62,6;8994;3,8;4,79;110;9672;9208;21,43287671;0,539726027;85267,3;0;36;5388;29;20;9;0;12;0;0
5263;276300;06.07.1976;14.07.1995;12.11.1996;60;4605;C;1;6359;;26288,3;197099;29;41;10;2;10;74,7;9624;1,6;2,31;145;4484;4265;20,35342466;1,331506849;26288,3;0;60;4605;92;45;47;0;30;0;11
5267;129312;20.10.1973;12.01.1996;26.11.1997;24;5388;D;0;6363;;112463,7;149893;63;29;6;2;6;67,4;9753;4,64;5,05;109;5244;5892;24,10136986;1,871232877;112463,7;1;24;5388;152;62;76;0;40;0;0
5269;117420;21.02.1966;04.07.1996;02.02.1997;60;1957;C;1;6366;;43845,8;75685;31;28;5;1;9;60,8;8208;1,89;2,26;155;1660;2123;30,94794521;0,583561644;43845,8;0;60;1957;43;17;26;0;10;0;4
5270;79608;28.04.1970;13.01.1993;22.11.1993;24;3317;A;1;6367;;96211,3;105606;77;26;7;2;7;53;8254;2,79;3,76;97;2166;2325;23,56986301;0,857534247;96211,3;0;24;3317;53;22;28;0;1;11;0
5283;170832;07.01.1970;18.09.1997;09.09.1998;48;3559;C;1;6383;;110028,3;58796;22;16;7;1;5;51,9;9045;3,13;3,6;124;1845;1879;28,67123288;0,975342466;110028,3;0;48;3559;65;23;40;0;1;11;7
5305;240528;29.06.1956;16.09.1996;31.03.1998;48;5011;C;1;6408;;46799,6;162580;83;26;5;1;6;72,8;9538;1,51;1,81;111;6079;5410;41,75342466;1,536986301;46799,6;0;48;5011;91;37;49;0;2;18;0
5313;300660;07.01.1950;29.04.1993;27.02.1994;60;5011;C;1;6417;;69962,2;128118;9;16;6;3;8;85,3;9317;6,49;7,07;97;6949;6872;44,13972603;0,832876712;69962,2;0;60;5011;66;24;41;0;15;0;15
5317;90180;23.09.1960;20.10.1996;07.03.1997;36;2505;C;1;6422;;36413,7;72541;66;26;10;0;8;36,9;8594;1,62;2,01;112;1580;1525;36,45205479;0,378082192;36413,7;0;36;2505;13;10;3;0;2;4;0
5358;68340;16.03.1953;18.05.1995;24.01.1997;60;1139;C;1;6469;;47162,3;149893;63;29;6;2;6;67,4;9753;4,64;5,05;109;5244;5892;43,86027397;1,687671233;47162,3;0;60;1139;114;40;74;0;21;0;15
5362;202848;30.09.1940;06.09.1996;21.08.1997;48;4226;C;0;6473;;19568,6;127369;31;32;13;2;7;51,2;8369;4,73;5,88;107;3736;2807;56,89041096;0,956164384;19568,6;0;48;4226;74;28;42;0;5;12;15
5385;149340;01.02.1963;21.05.1993;07.04.1994;60;2489;C;1;6499;;10014,4;105606;77;26;7;2;7;53;8254;2,79;3,76;97;2166;2325;31,17808219;0,879452055;10014,4;0;60;2489;56;23;32;0;3;10;6
5395;158184;07.08.1953;26.04.1996;05.09.1997;36;4394;C;1;6511;;52208,8;162580;83;26;5;1;6;72,8;9538;1,51;1,81;111;6079;5410;44,07945205;1,361643836;52208,8;0;36;4394;95;38;52;0;21;0;0
5422;368880;04.08.1974;22.10.1994;03.06.1996;60;6148;C;1;6544;;151062,3;125832;151;41;2;3;5;48,3;8512;3,51;4,12;102;2247;2103;21,83013699;1,61369863;151062,3;0;60;6148;182;58;117;0;38;0;48
5428;174744;12.08.1948;14.04.1993;24.09.1993;24;7281;B;0;6551;;26673,8;122603;25;21;6;2;8;80;8991;1,39;2,01;128;5198;5273;45,11780822;0,446575342;26673,8;1;24;7281;32;16;14;0;11;0;0
5442;174744;21.11.1978;22.03.1993;17.06.1994;24;7281;B;0;6567;junior;10617,6;125236;28;11;1;4;5;87,7;9675;6,43;7,68;100;5323;5190;15,56986301;1,238356164;10617,6;1;24;7281;118;38;78;0;23;0;42
5445;78696;24.03.1971;19.02.1997;01.10.1997;36;2186;C;0;6571;;56282,6;226122;32;50;7;4;4;62,6;8994;3,8;4,79;110;9672;9208;26,52328767;0,61369863;56282,6;0;36;2186;41;16;24;0;2;7;12
5477;349392;03.06.1954;17.12.1995;04.10.1997;48;7279;C;1;6610;classic;22689,5;161954;21;37;20;3;8;48;8720;3,73;4,5;116;3729;3651;43,3369863;1,797260274;22689,5;0;48;7279;145;61;82;1;39;0;16
5481;209184;18.06.1953;16.08.1993;11.09.1994;48;4358;A;1;6616;;22169,2;139012;59;41;8;3;10;61,9;8363;2,52;3,49;108;2564;2799;41,23287671;1,071232877;22169,2;0;48;4358;68;26;38;0;1;13;0
5541;32640;15.10.1942;24.03.1995;18.07.1996;48;680;C;1;6691;;21376,8;161854;73;21;6;1;6;76,3;9425;1,72;2,5;125;4085;3891;53,75616438;1,317808219;21376,8;0;48;680;107;39;68;0;24;0;22
5572;140880;27.12.1957;11.08.1997;19.04.1998;60;2348;C;1;6729;;22098,1;58796;22;16;7;1;5;51,9;9045;3,13;3,6;124;1845;1879;40,30958904;0,687671233;22098,1;0;60;2348;43;18;24;0;10;0;4
5574;44628;26.11.1943;14.07.1994;10.04.1996;12;3719;A;1;6731;;49847,7;53921;61;22;1;1;2;41,3;8598;2,77;3,26;123;1597;1875;52,36986301;1,739726027;49847,7;0;12;3719;146;43;91;0;2;21;16
5591;221880;29.09.1943;16.03.1996;21.01.1997;60;3698;C;0;6749;;74216,8;81344;61;23;4;2;6;55,3;8899;3,39;3,97;149;2987;2487;53,31232877;0,852054795;74216,8;0;60;3698;71;21;45;0;2;10;24
5593;44376;23.05.1962;27.02.1996;09.08.1996;12;3698;A;1;6753;classic;23921,2;58796;22;16;7;1;5;51,9;9045;3,13;3,6;124;1845;1879;34,21369863;0,446575342;23921,2;0;12;3698;39;18;16;0;13;0;4
5602;177504;12.04.1944;10.07.1996;28.12.1997;48;3698;C;1;6764;classic;102452,4;51428;50;11;3;1;4;52,7;8402;3,13;3,98;120;999;1099;53,71232877;1,468493151;102452,4;0;48;3698;86;38;46;0;21;0;0
5622;83016;26.03.1979;08.02.1993;02.11.1994;12;6918;A;1;6789;junior;73652,4;285387;0;2;8;5;7;89,9;10177;6,63;7,75;81;9878;10108;15,60547945;1,731506849;73652,4;0;12;6918;196;67;120;0;46;0;36
5628;225420;03.08.1948;17.06.1994;25.04.1995;60;3757;C;0;6798;;40207,1;117897;139;28;5;1;6;53,8;8814;4,76;5,74;107;2112;2059;46,7260274;0,854794521;40207,1;0;60;3757;51;22;29;0;13;0;0
5632;285600;07.12.1980;15.11.1994;25.07.1995;60;4760;C;0;6803;;76171,9;95616;65;30;4;1;6;51,4;9307;3,85;4,43;118;2616;3040;14,63013699;0,690410959;76171,9;0;60;4760;49;24;18;0;17;0;0
5650;98592;24.12.1963;08.01.1995;10.07.1995;24;4108;A;0;6829;;70249,7;92084;55;29;4;3;5;46,7;10124;0,56;0,54;141;3810;4316;31,54246575;0,501369863;70249,7;0;24;4108;26;13;13;0;1;6;2
5698;99216;22.03.1951;04.09.1997;21.11.1998;36;2756;C;0;6892;;43272,7;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;47,66849315;1,21369863;43272,7;0;36;2756;86;37;46;0;23;0;9
5700;103680;24.06.1971;20.07.1993;16.03.1995;60;1728;D;1;6895;;31226,3;95907;87;25;5;2;7;59,1;8388;2,41;2,94;87;1658;1668;23,7260274;1,654794521;31226,3;1;60;1728;109;44;65;0;25;0;0
5724;232560;27.04.1939;19.04.1995;08.01.1997;48;4845;C;0;6922;;30007,8;177686;69;27;10;1;9;74,8;10045;1,42;1,71;135;6604;6295;57,70136986;1,723287671;30007,8;0;48;4845;176;43;126;0;3;20;61
5735;290700;27.02.1959;25.01.1995;21.02.1996;60;4845;D;0;6936;;305,1;139012;59;41;8;3;10;61,9;8363;2,52;3,49;108;2564;2799;36,98356164;1,073972603;305,1;1;60;4845;100;42;52;0;29;0;0
5742;232560;29.01.1970;05.07.1995;16.12.1995;48;4845;C;0;6946;;94028,9;323870;0;0;0;1;1;100;10673;4,75;5,44;100;18782;18347;25,87945205;0,449315068;94028,9;0;48;4845;27;14;11;0;9;0;0
5774;31176;29.01.1968;08.06.1995;28.11.1995;24;1299;A;1;6987;;700;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;27,83013699;0,473972603;700;0;24;1299;23;12;11;0;7;0;2
5794;123600;30.06.1967;14.07.1995;06.05.1996;60;2060;C;1;7010;;59530,3;285387;0;2;8;5;7;89,9;10177;6,63;7,75;81;9878;10108;28,84931507;0,810958904;59530,3;0;60;2060;49;20;27;0;10;0;0
5837;177804;07.07.1971;18.07.1996;14.09.1997;36;4939;C;0;7065;;46562,3;95616;65;30;4;1;6;51,4;9307;3,85;4,43;118;2616;3040;26,1890411;1,15890411;46562,3;0;36;4939;91;40;45;0;27;0;0
5891;65184;29.09.1957;25.01.1993;18.04.1994;12;5432;A;1;7127;gold;51911,4;387570;0;0;0;1;1;100;9897;1,6;1,96;140;18721;18696;36,55068493;1,22739726;51911,4;0;12;5432;82;30;48;0;1;15;0
5912;184620;16.09.1963;25.10.1996;23.06.1998;60;3077;C;0;7150;;37818,4;77917;85;19;6;1;5;53,5;8390;2,28;2,89;132;2080;2122;34,76712329;1,660273973;37818,4;0;60;3077;113;43;67;0;4;20;15
5927;87216;13.05.1964;26.11.1993;06.06.1994;48;1817;B;1;7166;;200;58796;22;16;7;1;5;51,9;9045;3,13;3,6;124;1845;1879;30,06575342;0,526027397;200;1;48;1817;33;21;11;0;3;6;0
5944;78720;01.06.1944;06.06.1997;18.06.1998;48;1640;C;0;7186;classic;57925;67298;71;19;10;0;7;43,8;8561;0,65;1,29;110;1029;1127;54,04657534;1,032876712;57925;0;48;1640;71;26;45;0;14;0;8
5952;141240;11.09.1962;07.09.1993;30.09.1994;24;5885;A;1;7195;classic;1000;102609;75;33;2;3;6;52;8187;4,83;5,45;94;2123;2134;32,05205479;1,063013699;1000;0;24;5885;102;27;70;0;2;13;34
5991;61056;06.09.1957;21.11.1993;03.11.1994;48;1272;A;0;7241;;28234,9;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;37,15890411;0,950684932;28234,9;0;48;1272;64;23;41;0;12;0;12
6030;28248;10.02.1970;24.08.1993;04.03.1995;24;1177;A;0;7286;gold;62605,2;162580;83;26;5;1;6;72,8;9538;1,51;1,81;111;6079;5410;25,06027397;1,526027397;62605,2;0;24;1177;94;38;56;0;20;0;0
6034;464520;02.12.1940;19.03.1993;01.12.1993;60;7742;B;0;7291;;43161;77963;60;23;4;2;4;51,5;8546;2,95;4,02;126;2640;3120;52,99726027;0,704109589;43161;1;60;7742;68;31;28;0;22;0;0
6040;11736;16.09.1938;22.04.1993;02.10.1994;24;489;A;1;7299;;1100;1204953;0;0;0;1;1;100;12541;0,29;0,43;167;85677;99107;56,04383562;1,446575342;1100;0;24;489;133;36;97;0;19;0;38
